,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,Linear,RandomForest,GBR,DecisionTree,XGB
6472,-118.06,34.09,40,1975,389.0,1116,378,4.2898,251600,<1H OCEAN,243469.72,265734.0,238389.12,267529.6,235662.42
12374,-116.36,33.78,6,24121,4522.0,4176,2221,3.3799,239300,INLAND,291745.37,145178.01,120411.77,159988.92,131918.36
10310,-117.76,33.88,9,4838,759.0,2090,695,6.6536,307800,<1H OCEAN,299037.67,294119.01,302423.07,275110.53,315338.78
8919,-118.47,34.02,35,3057,774.0,2223,732,2.0745,332500,<1H OCEAN,169185.02,270063.02,240455.59,219795.75,271881.06
10736,-117.9,33.61,41,1521,328.0,527,275,4.0764,500001,<1H OCEAN,256293.57,403214.42,269387.15,324009.18,440201.59
9494,-123.85,39.39,23,4671,912.0,2095,857,3.184,140500,<1H OCEAN,221414.7,125579.0,154708.09,117344.44,125988.28
19300,-122.83,38.39,19,1765,394.0,868,388,2.462,260300,<1H OCEAN,176912.42,178271.0,167092.99,134641.56,159436.84
15806,-122.44,37.76,52,1968,472.0,784,430,3.3702,370000,NEAR BAY,260249.07,479891.68,372943.15,476439.84,461464.22
15843,-122.42,37.74,52,1786,427.0,856,394,3.0833,328100,NEAR BAY,241578.44,451122.4,330683.63,397104.48,361564.88
4922,-118.25,34.0,41,1768,475.0,1721,474,1.303,90400,<1H OCEAN,125904.1,154285.0,144010.64,114761.98,111465.73
4589,-118.28,34.06,52,1261,616.0,2309,581,1.6184,225000,<1H OCEAN,147074.63,225417.01,186645.04,187412.12,212269.59
19661,-120.84,37.5,47,2310,484.0,1126,447,2.2083,97300,INLAND,125909.99,98601.0,104866.06,74278.15,99234.84
3697,-118.37,34.2,34,2199,609.0,2488,597,2.9861,171800,<1H OCEAN,170119.56,184307.0,189048.68,207895.74,158703.12
9035,-117.84,34.63,5,6739,1251.0,4614,1266,4.002,115100,INLAND,106461.52,145349.0,122531.93,155300.0,114460.16
16865,-122.41,37.64,38,1204,268.0,921,247,4.4464,215400,NEAR OCEAN,269170.98,257677.0,255427.51,255983.21,229706.44
6113,-117.9,34.13,5,1126,316.0,819,311,1.5,139800,<1H OCEAN,95626.12,212810.14,154410.6,318120.4,172761.98
1061,-121.87,39.75,22,1707,296.0,822,297,3.6625,126600,INLAND,116535.22,100344.0,116506.95,88919.35,106370.23
2077,-119.81,36.76,48,2059,388.0,834,405,2.9306,67900,INLAND,149312.7,75894.0,121288.91,72856.96,90054.64
17665,-121.87,37.32,39,1839,471.0,1528,456,2.6818,184900,<1H OCEAN,194497.66,183720.0,181532.37,178946.55,171283.22
5481,-118.45,33.99,52,1829,472.0,779,424,3.1607,339000,<1H OCEAN,246775.3,404448.17,331809.38,378980.96,392325.69
17310,-119.5,34.35,39,308,38.0,59,21,11.7794,500001,NEAR OCEAN,568703.64,494326.93,507067.37,488100.86,532291.31
10147,-117.92,33.91,33,2868,382.0,1204,412,6.1825,336900,<1H OCEAN,305911.41,295187.02,313664.73,296000.0,331421.81
2083,-119.8,36.75,52,1788,449.0,1156,418,1.7298,58400,INLAND,100862.84,64403.0,69578.5,59816.16,50779.27
5239,-118.23,33.93,39,2065,532.0,2015,535,0.8478,104900,<1H OCEAN,103186.84,102372.01,125335.06,114761.98,107113.89
2089,-119.79,36.76,52,2408,498.0,1361,465,2.1055,61300,INLAND,111512.75,65798.0,69524.03,59816.16,52397.78
17392,-120.45,34.96,21,2121,445.0,2211,463,4.0603,117600,<1H OCEAN,223962.62,156616.0,202164.9,208552.89,138361.3
1464,-121.96,37.95,13,3216,765.0,1627,715,3.0859,167800,INLAND,156998.88,129651.0,132662.98,127012.72,132634.81
14690,-117.09,32.8,36,2163,367.0,915,360,4.7188,174100,NEAR OCEAN,270570.74,182607.0,197101.59,176381.48,174522.28
10671,-117.85,33.62,18,729,105.0,316,108,10.3893,500001,<1H OCEAN,461939.74,467462.36,435037.55,492045.22,456853.75
2515,-122.19,39.74,39,4179,814.0,2111,809,2.3507,65600,INLAND,105121.32,74475.0,93157.46,78105.45,71413.59
9386,-122.45,37.9,30,3763,717.0,1292,632,8.4888,500001,NEAR BAY,438196.51,470864.42,479192.8,482117.17,499583.28
1610,-122.06,37.86,16,5187,1014.0,1512,986,4.4551,252400,NEAR BAY,286035.19,279195.08,256928.94,255593.96,247516.44
1925,-120.5,38.87,10,81,41.0,55,16,4.9583,87500,INLAND,138661.75,175922.0,173032.42,180942.86,158739.45
17362,-120.41,34.87,15,1534,251.0,761,240,4.9028,193600,<1H OCEAN,278651.38,215406.0,221821.94,255593.96,197289.78
5924,-117.76,34.13,8,16759,2274.0,7249,2156,7.4837,358700,INLAND,248531.96,320861.0,323749.08,275762.5,336131.06
13171,-121.32,36.79,30,516,90.0,288,95,3.6333,202500,INLAND,181354.53,199729.0,137405.97,125070.97,217052.88
896,-121.96,37.53,23,2215,475.0,1278,492,4.2955,218800,<1H OCEAN,247843.12,229430.0,247506.86,255593.96,231095.55
2620,-124.09,40.92,12,2497,491.0,1153,462,2.8182,126900,NEAR OCEAN,154177.93,97156.0,117986.04,91700.0,88444.42
16423,-121.49,37.94,31,1860,394.0,1848,293,2.2891,162500,INLAND,76325.22,89139.0,72896.01,104911.48,84131.43
15458,-117.26,33.18,9,4540,793.0,2235,746,4.5781,225600,NEAR OCEAN,227670.52,255187.0,242258.81,236830.79,202565.69
2667,-115.51,33.12,21,1024,218.0,890,232,2.101,46700,INLAND,44961.52,57877.0,47398.4,63440.35,55432.68
10942,-117.88,33.74,16,1444,446.0,2329,441,3.1691,159400,<1H OCEAN,143647.43,172832.0,172086.66,190356.46,160396.73
15741,-122.42,37.78,52,989,425.0,634,341,2.4414,275000,NEAR BAY,223015.48,309270.09,289713.45,120507.89,315135.12
316,-122.2,37.75,36,606,132.0,531,133,1.5809,70000,NEAR BAY,138054.33,126323.0,147690.68,134641.56,99081.96
13992,-116.96,34.94,20,2355,467.0,1198,428,3.9934,88500,INLAND,123703.26,91885.0,87646.66,123960.0,77450.09
11142,-117.95,33.84,34,1229,215.0,1035,218,3.5455,180000,<1H OCEAN,194462.13,171366.0,173818.55,190356.46,180334.73
951,-121.93,37.71,26,4822,845.0,2288,805,4.2281,206000,<1H OCEAN,241689.08,244062.0,248912.48,255593.96,225315.14
18397,-121.77,37.22,16,1617,306.0,667,264,4.5221,191100,<1H OCEAN,249533.28,246997.01,258247.11,255593.96,257417.73
18998,-121.96,38.34,14,3035,680.0,1597,663,3.6036,143500,INLAND,161052.93,145014.0,140121.39,127012.72,149672.55
9768,-121.32,36.42,20,1054,269.0,1219,273,3.0437,76600,<1H OCEAN,184664.0,141394.0,177773.51,178946.55,155306.12
8985,-118.44,33.98,21,18132,5419.0,7431,4930,5.3359,500001,<1H OCEAN,632477.23,384253.35,344199.47,294855.1,393714.78
2541,-124.17,40.8,52,1606,419.0,891,367,1.585,75500,NEAR OCEAN,156309.75,73643.0,88032.95,120507.89,51067.83
17103,-122.23,37.45,34,4177,723.0,1586,660,5.0457,395100,NEAR OCEAN,310783.97,359861.04,329190.33,316620.0,350136.28
13825,-117.15,34.48,31,265,55.0,186,55,2.125,64800,INLAND,71277.27,92435.0,78533.68,85332.9,89773.08
6360,-117.98,34.14,24,1596,388.0,1329,352,3.0417,148000,INLAND,125815.15,185101.0,138858.36,199400.0,211781.91
19563,-120.95,37.59,29,1727,439.0,1063,386,1.8929,63600,INLAND,92087.31,85719.0,85178.53,74278.15,88887.98
17934,-121.95,37.35,48,1246,294.0,697,284,3.6118,235500,<1H OCEAN,251157.53,243177.0,244976.35,208552.89,224452.19
17187,-122.38,37.34,33,1054,209.0,400,161,7.7773,456300,NEAR OCEAN,410973.19,432526.47,478496.67,424029.0,484651.25
12837,-121.47,38.68,19,946,182.0,474,173,5.0155,97300,INLAND,182601.25,182060.0,175188.45,215150.0,180350.17
3843,-118.45,34.19,11,2479,900.0,2466,855,2.2264,181300,<1H OCEAN,154861.52,194518.0,186860.55,219795.75,171290.69
17650,-121.88,37.26,25,3025,689.0,1755,661,3.8893,218600,<1H OCEAN,244053.92,240502.0,247337.66,236768.99,224841.11
19735,-121.8,40.34,26,4815,910.0,1341,539,2.881,79800,INLAND,98941.49,91059.0,122891.94,78105.45,98795.16
17796,-121.82,37.39,37,4137,636.0,1569,578,6.1008,286200,<1H OCEAN,331650.09,414364.19,375672.39,423250.12,352366.34
1947,-120.87,38.71,13,2692,470.0,1302,420,4.0,167400,INLAND,118426.16,165123.0,139290.93,146201.42,159069.61
2735,-115.56,32.79,20,2372,835.0,2283,767,1.1707,62500,INLAND,39125.42,62433.0,65379.27,66616.67,59789.77
16764,-122.49,37.7,36,1946,340.0,828,313,5.2811,287700,NEAR OCEAN,310027.07,310209.0,328616.42,423066.94,318077.19
4767,-118.37,34.03,37,1236,,966,292,3.0694,122200,<1H OCEAN,208103.13,361912.09,277429.76,377310.82,292065.78
4103,-118.39,34.15,36,2696,713.0,905,659,3.1146,373500,<1H OCEAN,246239.93,282420.06,272079.35,236768.99,254049.84
1996,-119.78,36.73,52,1377,319.0,1280,259,1.2344,43300,INLAND,58734.03,53274.0,47930.44,59816.16,43420.26
10769,-117.89,33.66,33,3595,785.0,1621,732,4.1372,265200,<1H OCEAN,262220.86,224588.0,251087.34,190356.46,268730.12
13081,-121.37,38.56,19,6308,1167.0,3012,1112,2.9464,113500,INLAND,117826.35,117850.0,119851.74,122125.81,117722.94
8060,-118.2,33.85,46,1854,462.0,1360,429,2.4844,158200,<1H OCEAN,188977.75,133485.0,142176.57,168772.6,123554.31
9597,-120.46,37.31,26,3170,572.0,1524,565,3.48,95300,INLAND,143718.64,104391.0,121177.68,127012.72,109353.01
19535,-120.94,37.65,13,5075,978.0,3033,838,3.0577,119000,INLAND,99957.93,129025.0,119536.55,146747.92,117894.47
1021,-121.79,37.66,22,14701,2210.0,6693,2232,5.98,245000,INLAND,251985.96,252503.0,230222.97,282962.5,244795.31
18802,-122.08,40.64,14,3099,519.0,1447,494,4.0132,141200,INLAND,104476.07,131354.0,116250.83,126420.0,129507.22
5428,-118.41,34.02,34,1430,357.0,805,362,3.3462,307000,<1H OCEAN,221412.8,403937.2,284822.16,378980.96,326413.62
5094,-118.3,33.97,46,1425,317.0,1140,304,3.375,98500,<1H OCEAN,214941.22,157928.0,213596.06,190835.07,149629.53
4093,-118.42,34.16,46,54,9.0,20,6,0.536,375000,<1H OCEAN,107208.92,290686.15,199651.94,225395.7,196792.88
17850,-121.88,37.44,17,1621,299.0,1028,293,5.2722,186900,<1H OCEAN,265739.2,230194.0,261266.62,259418.32,230746.8
6605,-118.17,34.19,45,1790,316.0,1035,312,4.0985,173100,<1H OCEAN,236006.8,245239.0,211503.99,267529.6,231857.59
15125,-116.86,32.87,17,5799,921.0,2630,843,5.0524,285400,<1H OCEAN,244093.71,201240.0,202045.77,204514.29,194974.7
7999,-118.13,33.86,37,2259,425.0,1183,413,5.1805,201600,<1H OCEAN,284052.13,252322.01,274848.38,248235.71,271975.53
3074,-119.24,35.77,28,1737,521.0,1764,514,1.7813,67800,INLAND,76412.05,52090.0,51564.04,59816.16,50240.18
18693,-121.67,36.93,22,569,132.0,542,125,2.1875,187500,<1H OCEAN,156831.68,186485.0,177602.17,187412.12,176108.88
17576,-121.94,37.31,5,2364,578.0,1102,502,5.2642,246400,<1H OCEAN,284689.0,291403.01,301932.67,259418.32,276390.94
19926,-119.33,36.32,23,3137,628.0,1446,548,2.5,85500,INLAND,102754.69,81377.0,84986.35,86808.33,83623.79
14422,-117.23,32.8,27,1297,355.0,776,337,2.4643,244400,NEAR OCEAN,182386.55,256075.0,189376.95,220371.91,226293.77
16265,-121.27,37.96,41,461,101.0,382,79,1.275,54000,INLAND,66129.24,76585.0,81784.53,74900.0,87828.74
4141,-118.19,34.13,50,1309,302.0,883,293,3.1287,198000,<1H OCEAN,210781.38,247533.0,213196.46,216082.61,205427.98
9419,-122.52,37.88,52,176,50.0,88,46,3.8068,275000,NEAR BAY,254402.36,364586.04,282169.38,338066.67,370492.28
7818,-118.11,33.9,35,1323,269.0,1084,240,5.0753,178000,<1H OCEAN,261229.1,191469.0,229763.11,237522.89,197886.2
20530,-121.76,38.57,11,15018,3008.0,7984,2962,3.1371,201800,INLAND,160588.18,146785.0,127660.33,146747.92,138587.25
12261,-116.97,33.78,24,2680,606.0,1728,527,2.535,74800,INLAND,95974.75,113781.0,90528.87,139500.0,110737.68
14021,-117.17,32.75,28,1514,384.0,540,352,2.1532,240000,NEAR OCEAN,181644.25,170635.0,195216.13,125689.25,186733.09
8645,-118.4,33.87,38,2398,431.0,911,392,5.2319,500001,<1H OCEAN,302313.12,424107.43,376988.67,387768.04,430525.78
5385,-118.41,34.03,24,3711,1192.0,1764,1147,3.1642,366700,<1H OCEAN,269272.0,390760.25,325110.04,378980.96,329204.22
19108,-122.63,38.24,45,1615,338.0,823,327,2.5179,145500,<1H OCEAN,200133.74,204017.0,161454.42,194062.5,147751.42
19584,-120.59,37.59,36,291,48.0,124,47,5.6945,154200,INLAND,229921.47,204129.03,247923.97,150425.0,219920.2
1041,-120.98,38.34,27,3471,653.0,1793,600,3.5508,99100,INLAND,131900.01,132340.0,131569.91,127012.72,131821.0
8432,-118.37,33.93,10,199,41.0,61,56,2.8958,245800,<1H OCEAN,168748.39,289524.15,320855.36,377310.82,327121.5
5750,-118.28,34.17,52,2332,433.0,1135,440,5.5658,331200,<1H OCEAN,315458.32,365696.13,348339.73,328708.33,343063.91
4532,-118.21,34.04,47,1306,391.0,1499,346,2.2788,139600,<1H OCEAN,164102.57,173437.0,156216.86,187412.12,137569.62
15863,-122.4,37.76,52,4265,912.0,1555,836,4.119,298300,NEAR BAY,308472.24,483397.82,416456.7,476439.84,490659.38
4113,-118.4,34.14,45,417,89.0,187,88,5.1377,360700,<1H OCEAN,290124.76,294970.0,346921.12,270362.5,318097.94
20515,-121.53,38.56,39,2438,483.0,1103,472,2.9375,86600,INLAND,139167.21,108397.0,118953.31,104911.48,113518.8
17648,-121.89,37.25,23,2705,449.0,1180,442,6.0791,316500,<1H OCEAN,319316.77,283533.01,308761.69,285827.16,299782.34
3200,-119.65,36.35,38,3148,568.0,1378,537,2.8788,85500,INLAND,139308.23,75353.0,92197.75,72856.96,85059.06
3129,-117.95,35.13,4,2630,502.0,1150,422,4.25,104400,INLAND,140216.71,98699.0,152012.89,104696.36,118473.34
1352,-121.96,38.02,35,2691,542.0,1409,505,3.016,95300,INLAND,156948.02,109628.0,102118.27,104911.48,112132.82
18974,-122.04,38.24,22,2761,757.0,2612,641,1.6875,87500,INLAND,66770.75,88533.0,74273.89,90980.88,86641.97
18605,-122.11,37.14,29,3201,640.0,1722,570,4.4597,204100,NEAR OCEAN,274364.7,251360.04,273555.07,255593.96,207517.7
13589,-117.3,34.12,50,1629,437.0,1581,394,2.2019,63500,INLAND,100499.64,82229.0,75517.66,85332.9,67351.5
19180,-122.58,38.46,15,2936,517.0,1182,501,3.3981,246900,<1H OCEAN,200573.37,185916.0,205658.97,189795.71,205416.19
281,-122.18,37.8,23,2317,336.0,955,328,6.7527,285800,NEAR BAY,329582.81,332743.04,309993.06,326551.91,307449.69
9064,-118.15,34.67,5,12317,2953.0,6291,2654,3.5732,146900,INLAND,222758.94,139166.0,124020.07,155300.0,132194.19
8080,-118.19,33.82,11,872,203.0,422,221,4.6364,156300,NEAR OCEAN,246204.78,239237.0,246821.36,313060.0,231406.78
12561,-121.46,38.55,40,2077,435.0,1454,385,2.0074,57000,INLAND,81505.2,76909.0,68555.96,74278.15,77741.27
11466,-117.99,33.66,29,1330,293.0,613,236,4.6591,353100,<1H OCEAN,259813.41,259719.02,256113.75,190356.46,299412.12
5628,-118.27,33.76,46,22,11.0,32,7,3.125,112500,NEAR OCEAN,218586.5,220049.01,214634.35,274732.69,231258.75
14455,-117.28,32.83,34,2392,653.0,933,619,3.7306,500000,NEAR OCEAN,269554.41,389412.29,280732.29,403893.28,373937.66
8418,-118.34,33.93,33,4294,1224.0,4512,1189,2.8304,143700,<1H OCEAN,168660.43,175468.0,240623.82,185364.1,229885.73
2379,-119.55,36.72,6,1186,234.0,1135,218,2.1515,63900,INLAND,36489.38,109326.0,44469.3,100600.0,79707.54
12333,-116.48,33.94,10,3254,913.0,923,486,1.8,81000,INLAND,79343.03,96915.0,93521.86,85332.9,88795.67
11843,-120.93,39.96,15,1666,351.0,816,316,2.9559,118800,INLAND,56396.24,90157.0,99023.34,91865.08,101021.55
12448,-114.65,33.6,28,1678,322.0,666,256,2.9653,94900,INLAND,65551.69,87548.0,110448.57,69237.5,100245.41
16066,-122.48,37.75,48,2555,548.0,1285,482,3.7734,314700,NEAR BAY,260910.51,401324.1,348678.95,476439.84,363026.41
6077,-117.85,34.1,22,5179,944.0,2315,884,4.51,189900,<1H OCEAN,241805.97,246694.06,258400.14,159772.0,256300.58
386,-122.29,37.9,52,1604,263.0,594,286,5.338,270900,NEAR BAY,314400.99,309630.04,314511.42,335787.92,292359.72
1952,-120.81,38.73,38,2005,385.0,882,353,2.5104,120500,INLAND,92974.82,104889.0,114026.92,104911.48,111485.23
530,-122.26,37.78,52,970,217.0,528,208,3.3438,201300,NEAR BAY,234947.57,186211.01,214117.12,208552.89,186556.59
5462,-118.47,33.99,41,1146,310.0,833,270,2.5938,285000,<1H OCEAN,192395.77,337563.04,249341.21,313746.91,285171.22
12318,-116.39,33.82,15,11115,2257.0,4122,1653,2.7219,74400,INLAND,142710.26,111631.0,108982.2,117004.35,118384.63
11049,-117.85,33.79,46,1846,383.0,867,336,3.4234,200000,<1H OCEAN,224345.31,198209.0,208652.95,190356.46,213900.19
416,-122.27,37.89,52,1978,293.0,723,272,5.3989,335600,NEAR BAY,311190.68,297065.02,289529.31,335787.92,293379.25
16945,-122.32,37.55,44,2151,411.0,849,370,4.4583,397100,NEAR OCEAN,292846.41,359237.02,313662.84,323914.29,374540.22
3995,-118.58,34.17,29,3393,574.0,1471,587,6.2064,334900,<1H OCEAN,326465.26,355542.07,338266.51,366783.25,323039.94
3451,-118.44,34.32,14,6235,1286.0,3568,1190,4.1724,211600,<1H OCEAN,223856.08,234254.0,253151.15,226591.39,210173.91
13916,-116.15,34.14,18,3312,705.0,1251,512,3.0139,82600,INLAND,97676.94,80930.0,108131.5,84240.0,107325.54
11353,-117.92,33.75,32,790,199.0,1196,201,3.0625,142800,<1H OCEAN,168544.14,195472.0,144630.61,191577.65,146924.14
8540,-118.36,33.89,27,2837,684.0,2141,648,3.1325,215000,<1H OCEAN,194423.21,324044.0,269347.84,378980.96,265280.94
11301,-117.91,33.78,26,4297,1037.0,3596,967,3.045,184000,<1H OCEAN,167300.2,195218.0,178739.41,191577.65,158935.48
13476,-117.39,34.09,10,5736,945.0,3528,932,4.3958,130700,INLAND,129243.44,140709.0,159164.85,155895.71,133922.17
7894,-118.08,33.86,17,2259,383.0,1378,386,5.8733,287000,<1H OCEAN,276346.79,301620.03,263488.04,285827.16,270338.09
10620,-117.82,33.67,17,2895,439.0,1588,450,6.276,290700,<1H OCEAN,287940.23,277179.0,273207.96,285827.16,269420.69
15570,-116.89,32.99,14,2816,501.0,1448,452,5.0278,210900,<1H OCEAN,238081.1,198779.0,202660.32,203720.0,189755.05
6131,-117.98,34.07,15,3543,888.0,3131,823,3.0184,139400,INLAND,109134.69,187296.0,155096.11,166866.67,180363.2
19167,-122.71,38.42,23,1569,414.0,1031,368,1.6267,129200,<1H OCEAN,139324.43,144822.0,141187.85,134641.56,120808.09
18324,-122.13,37.44,38,2835,447.0,1148,446,5.9277,446600,NEAR BAY,327769.34,347186.01,360770.97,335787.92,382981.09
20621,-121.47,39.01,37,1244,247.0,484,157,2.3661,77500,INLAND,91352.29,88321.0,96227.12,104911.48,84104.93
7043,-118.08,33.94,21,3933,949.0,2219,820,2.4926,171400,<1H OCEAN,176330.71,176239.0,167723.23,155190.32,170992.42
20330,-119.03,34.25,25,3344,502.0,1483,496,6.196,340600,<1H OCEAN,320127.97,272222.01,286663.83,285827.16,265454.88
8160,-118.13,33.81,37,1228,237.0,572,242,4.325,223900,<1H OCEAN,253943.17,196893.0,232558.03,154055.96,235083.67
10943,-117.88,33.74,31,1120,296.0,1718,268,2.8077,140300,<1H OCEAN,147313.79,168491.0,144778.63,191577.65,167437.12
8272,-118.16,33.77,38,3235,769.0,1284,752,2.9384,304100,NEAR OCEAN,242885.78,217073.0,225594.29,191577.65,249123.94
3314,-122.79,39.02,23,642,203.0,265,84,1.8833,96900,INLAND,94343.95,93582.0,80997.35,100820.48,77163.52
20094,-120.03,38.19,26,7005,1358.0,416,189,2.125,132500,INLAND,106418.29,105247.0,128274.36,100820.48,158191.45
14782,-117.09,32.57,17,444,83.0,357,87,5.1478,138900,NEAR OCEAN,262196.64,168541.0,202989.94,153628.57,163441.59
20113,-119.57,37.94,17,346,130.0,51,20,3.4861,137500,INLAND,92709.62,140208.0,128844.17,127012.72,134873.3
9996,-121.07,39.13,8,4839,832.0,1977,762,4.0848,155900,INLAND,125293.69,182995.0,151488.87,163773.72,172970.17
2739,-115.57,32.78,25,2007,301.0,1135,332,5.128,99600,INLAND,177729.27,149153.02,162107.91,126214.29,114686.9
15519,-117.09,33.15,13,3958,865.0,1981,840,3.4764,137500,<1H OCEAN,204576.32,187406.0,190074.38,161297.89,163382.41
19348,-122.85,38.62,16,4418,704.0,1908,697,4.5913,244600,<1H OCEAN,244937.92,242701.0,216479.05,218292.59,220836.75
3603,-118.47,34.23,22,8350,2717.0,9135,2452,2.5008,160000,<1H OCEAN,141494.78,189872.01,196094.29,238315.38,161256.5
6625,-118.14,34.17,42,2757,713.0,2112,653,2.7148,166800,<1H OCEAN,185085.73,175741.0,162406.9,179949.3,158394.78
16744,-122.45,37.71,49,2244,442.0,1948,423,4.7639,251500,NEAR OCEAN,274833.81,358178.18,339685.41,340567.08,281214.22
18956,-122.04,38.25,38,1214,244.0,632,254,2.8438,94200,INLAND,146942.2,106336.0,98766.55,104911.48,109339.26
20431,-118.8,34.21,16,1466,196.0,661,209,6.2893,282700,<1H OCEAN,306434.8,280460.0,293506.3,285827.16,255332.69
6679,-118.08,34.16,42,3490,665.0,1713,620,4.5461,242400,INLAND,221749.78,281340.0,220201.88,136386.36,251668.84
15000,-117.04,32.74,33,3880,770.0,2288,805,3.6848,140700,NEAR OCEAN,227590.52,171260.0,174707.17,161297.89,153349.06
18394,-121.87,37.27,18,3561,560.0,1753,553,5.0292,269400,<1H OCEAN,262239.25,258467.0,254747.76,255593.96,249174.2
9663,-120.48,41.82,20,1367,284.0,429,181,2.0227,47500,INLAND,-32478.41,69568.0,73410.18,91784.85,63981.48
19304,-122.76,38.35,30,2260,374.0,958,359,5.0323,222400,<1H OCEAN,280101.08,257409.0,245748.92,261234.29,265915.91
18746,-122.34,40.51,16,2247,502.0,1206,463,1.9946,119200,INLAND,46752.07,78842.0,70369.84,75941.67,75529.91
14972,-117.0,32.73,17,6050,1143.0,3424,1131,3.7647,127600,<1H OCEAN,205809.52,159048.0,170029.07,185325.0,147418.83
13853,-117.31,34.5,14,2443,447.0,883,465,2.1111,116700,INLAND,76199.19,97136.0,92575.23,85332.9,105105.52
19927,-119.33,36.32,19,2778,431.0,1092,451,5.2561,121300,INLAND,201123.14,147206.0,184514.21,144747.37,175321.25
9528,-123.19,39.12,38,267,57.0,196,60,2.3125,70000,<1H OCEAN,168099.06,120668.0,114751.32,134641.56,94221.5
3727,-118.43,34.18,33,2717,662.0,1546,597,3.9099,267500,<1H OCEAN,243156.81,221349.0,243542.4,236768.99,223970.95
5793,-118.24,34.14,27,2909,1021.0,2614,935,2.1444,229000,<1H OCEAN,171180.6,221899.0,180158.1,219795.75,192934.44
15996,-122.46,37.75,52,1207,152.0,465,162,10.7569,500001,NEAR BAY,525619.85,498926.99,552876.76,499760.87,519393.94
14175,-117.05,32.75,35,2144,388.0,1003,383,3.0938,137300,NEAR OCEAN,205811.28,188109.0,163187.64,161297.89,145790.22
20326,-118.96,34.3,16,3103,482.0,1567,467,6.907,500001,<1H OCEAN,329700.93,363915.05,330136.35,349877.8,317252.69
17132,-122.14,37.46,27,5580,2009.0,4165,1763,2.4375,189000,NEAR BAY,253301.7,188229.01,190609.36,238315.38,227333.67
3628,-118.44,34.24,35,2344,435.0,1531,399,3.725,178200,<1H OCEAN,209882.67,187993.0,214083.04,208552.89,166783.27
12510,-121.42,38.55,35,182,39.0,115,43,2.6417,98900,INLAND,106532.56,122870.0,106880.49,103989.47,100620.91
17555,-121.87,37.33,37,3137,685.0,2048,651,3.0156,270300,<1H OCEAN,208590.96,198816.0,199036.8,178946.55,186728.06
